subscript,gmean,stddev,rate
1,12.841618927411753,0.4435624241734097,1.0
5,13.220052583907329,0.5379995484885652,0.8954545454545455
10,14.396000657149658,1.033888054678998,0.6454545454545455
50,26.395305418946396,3.8669455930203043,0.30454545454545456
100,40.99450461990532,7.4422140906310785,0.21363636363636362
500,149.1334927342443,43.55328308002721,0.08181818181818182
