angular-dart,failed,failed,14.791717052459717,firefox,50
angular-dart,failed,failed,14.327383041381836,firefox,50
angular-dart,failed,failed,15.0575430393219,firefox,50
angular-dart,failed,failed,15.006502866744995,firefox,50
angular-dart,failed,failed,14.03518271446228,firefox,50
angular-dart,error,failed,13.610783100128174,firefox,50
angular-dart,failed,failed,14.705348253250122,firefox,50
angular-dart,failed,failed,14.799748182296753,firefox,50
angular-dart,failed,failed,14.349356889724731,firefox,50
angular-dart,failed,failed,14.579578161239624,firefox,50
angular2_es2015,failed,failed,12.997843980789185,firefox,50
angular2_es2015,failed,failed,13.520519971847534,firefox,50
angular2_es2015,failed,failed,12.826411008834839,firefox,50
angular2_es2015,failed,failed,12.998737096786499,firefox,50
angular2_es2015,failed,failed,12.832111835479736,firefox,50
angular2_es2015,failed,failed,13.254387855529785,firefox,50
angular2_es2015,failed,failed,12.737585067749023,firefox,50
angular2_es2015,failed,failed,13.184247016906738,firefox,50
angular2_es2015,failed,failed,13.154900312423706,firefox,50
angular2_es2015,failed,failed,13.372972965240479,firefox,50
angular2,failed,failed,13.332621097564697,firefox,50
angular2,failed,failed,13.412652015686035,firefox,50
angular2,failed,failed,13.500652074813843,firefox,50
angular2,failed,failed,12.714351654052734,firefox,50
angular2,failed,failed,12.509454011917114,firefox,50
angular2,failed,failed,12.592721939086914,firefox,50
angular2,failed,failed,12.946191787719727,firefox,50
angular2,failed,failed,13.78987717628479,firefox,50
angular2,failed,failed,13.329369306564331,firefox,50
angular2,failed,failed,12.433003902435303,firefox,50
angularjs_require,passed,passed,29.81862187385559,firefox,50
angularjs_require,passed,passed,28.99272394180298,firefox,50
angularjs_require,passed,passed,28.7271511554718,firefox,50
angularjs_require,passed,passed,28.031913995742798,firefox,50
angularjs_require,passed,passed,24.480273008346558,firefox,50
angularjs_require,passed,passed,26.989105939865112,firefox,50
angularjs_require,passed,passed,26.79866600036621,firefox,50
angularjs_require,passed,passed,29.054214000701904,firefox,50
angularjs_require,passed,passed,25.718101024627686,firefox,50
angularjs_require,passed,passed,24.890605926513672,firefox,50
angularjs,passed,failed,31.046799898147583,firefox,50
angularjs,failed,failed,15.239099979400635,firefox,50
angularjs,failed,failed,25.506313800811768,firefox,50
angularjs,passed,failed,39.21470308303833,firefox,50
angularjs,failed,failed,15.133998155593872,firefox,50
angularjs,failed,failed,16.479037046432495,firefox,50
angularjs,failed,failed,22.04786205291748,firefox,50
angularjs,failed,failed,15.394987106323242,firefox,50
angularjs,failed,failed,25.37580680847168,firefox,50
angularjs,failed,failed,18.754154920578003,firefox,50
aurelia,failed,failed,14.3054678440094,firefox,50
aurelia,failed,failed,14.899494171142578,firefox,50
aurelia,failed,failed,19.6577308177948,firefox,50
